repo,repo_url,mined_at_utc,mining_status,error_type,error_message,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,first_dependabot_pr_query_author,dependabot_pr_search_queries,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,dependabot_config_created_message
entur/mapstruct-spi-protobuf,https://github.com/entur/mapstruct-spi-protobuf,2026-08-14T17:37:19.396972+00:00,ok,,,True,2023-06-14T22:54:40Z,https://github.com/entur/mapstruct-spi-protobuf/pull/336,336,dependabot,Bump guava from 31.1-jre to 32.0.0-jre,app/dependabot,repo:entur/mapstruct-spi-protobuf is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:entur/mapstruct-spi-protobuf is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:entur/mapstruct-spi-protobuf is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:entur/mapstruct-spi-protobuf is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2026-02-17T07:46:11Z,2b93788a4dc3c1ade87c56e619ea5e1859c1be64,https://github.com/entur/mapstruct-spi-protobuf/commit/2b93788a4dc3c1ade87c56e619ea5e1859c1be64,"Enable dependabot (#506)[skip ci]

Co-authored-by: erlend <erlend@scelto.no>"
envoyproxy/protoc-gen-validate,https://github.com/envoyproxy/protoc-gen-validate,2026-08-14T17:37:27.137151+00:00,ok,,,False,,,,,,,repo:envoyproxy/protoc-gen-validate is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:envoyproxy/protoc-gen-validate is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:envoyproxy/protoc-gen-validate is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:envoyproxy/protoc-gen-validate is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-10-17T16:56:18Z,bc3d11ac422ba5785459b27703affbc6b7b5da5a,https://github.com/bufbuild/protoc-gen-validate/commit/bc3d11ac422ba5785459b27703affbc6b7b5da5a,"TCN-612 Configure Dependabot (#679)

Includes coverage for gomod in `root` & `tests` as well as maven in
`java`"
erudika/para-dao-sql,https://github.com/erudika/para-dao-sql,2026-08-14T17:37:36.926191+00:00,ok,,,True,2020-10-12T23:13:11Z,https://github.com/Erudika/para-dao-sql/pull/3,3,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:erudika/para-dao-sql is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:erudika/para-dao-sql is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:erudika/para-dao-sql is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:erudika/para-dao-sql is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
esaulpaugh/headlong,https://github.com/esaulpaugh/headlong,2026-08-14T17:37:43.065408+00:00,ok,,,False,,,,,,,repo:esaulpaugh/headlong is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:esaulpaugh/headlong is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:esaulpaugh/headlong is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:esaulpaugh/headlong is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
esbtools/esb-message-admin,https://github.com/esbtools/esb-message-admin,2026-08-14T17:37:50.357066+00:00,ok,,,True,2024-04-29T17:42:40Z,https://github.com/esbtools/esb-message-admin/pull/187,187,dependabot,Bump com.fasterxml.jackson.core:jackson-databind from 2.7.2 to 2.12.7.1,app/dependabot,repo:esbtools/esb-message-admin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:esbtools/esb-message-admin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:esbtools/esb-message-admin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:esbtools/esb-message-admin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
eu-emi/canl-java,https://github.com/eu-emi/canl-java,2026-08-14T17:37:55.880907+00:00,ok,,,True,2020-10-12T18:33:37Z,https://github.com/eu-emi/canl-java/pull/106,106,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:eu-emi/canl-java is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:eu-emi/canl-java is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:eu-emi/canl-java is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:eu-emi/canl-java is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
euler-projects/euler-framework,https://github.com/euler-projects/euler-framework,2026-08-14T17:38:02.640457+00:00,ok,,,True,2019-11-02T06:39:27Z,https://github.com/euler-projects/euler-framework/pull/19,19,dependabot,Bump jackson.version from 2.9.7 to 2.10.0 in /euler-web-parent,app/dependabot,repo:euler-projects/euler-framework is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:euler-projects/euler-framework is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:euler-projects/euler-framework is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:euler-projects/euler-framework is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
evanchooly/bottlerocket,https://github.com/evanchooly/bottlerocket,2026-08-14T17:38:10.614440+00:00,ok,,,True,2020-07-18T22:44:13Z,https://github.com/evanchooly/bottlerocket/pull/18,18,dependabot,Bump commons-compress from 1.9 to 1.19,app/dependabot,repo:evanchooly/bottlerocket is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:evanchooly/bottlerocket is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:evanchooly/bottlerocket is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:evanchooly/bottlerocket is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yaml,2021-11-30T05:27:31Z,d3310a12543f1fc09fffc0246aaa5c0502158801,https://github.com/evanchooly/bottlerocket/commit/d3310a12543f1fc09fffc0246aaa5c0502158801,add dependabot
excelsior-oss/restler,https://github.com/excelsior-oss/restler,2026-08-14T17:38:18.768682+00:00,ok,,,False,,,,,,,repo:excelsior-oss/restler is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:excelsior-oss/restler is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:excelsior-oss/restler is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:excelsior-oss/restler is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
exist-db/exist,https://github.com/exist-db/exist,2026-08-14T17:38:24.685666+00:00,ok,,,True,2019-05-22T19:29:29Z,https://github.com/eXist-db/exist/pull/2710,2710,dependabot-preview,Bump exificient from 0.9.3 to 1.0.4,app/dependabot-preview,repo:exist-db/exist is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:exist-db/exist is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:exist-db/exist is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:exist-db/exist is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-04-28T16:45:38Z,b7734db1097aeaf3eed64cf2a198f287d36d41cc,https://github.com/eXist-db/exist/commit/b7734db1097aeaf3eed64cf2a198f287d36d41cc,Upgrade to GitHub-native Dependabot
fabric8io/elasticsearch-cloud-kubernetes,https://github.com/fabric8io/elasticsearch-cloud-kubernetes,2026-08-14T17:38:31.505840+00:00,ok,,,False,,,,,,,repo:fabric8io/elasticsearch-cloud-kubernetes is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fabric8io/elasticsearch-cloud-kubernetes is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fabric8io/elasticsearch-cloud-kubernetes is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fabric8io/elasticsearch-cloud-kubernetes is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fabric8io/fabric8,https://github.com/fabric8io/fabric8,2026-08-14T17:38:37.950899+00:00,ok,,,False,,,,,,,repo:fabric8io/fabric8 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fabric8io/fabric8 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fabric8io/fabric8 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fabric8io/fabric8 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,2026-08-14T17:38:43.375208+00:00,ok,,,True,2019-03-06T13:19:51Z,https://github.com/fabric8io/kubernetes-client/pull/1388,1388,dependabot-preview,Bump depends-maven-plugin from 1.3 to 1.4.0,app/dependabot-preview,repo:fabric8io/kubernetes-client is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fabric8io/kubernetes-client is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fabric8io/kubernetes-client is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fabric8io/kubernetes-client is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-12-22T20:36:51Z,e2d2b94a5e6658d933fe074aa0629d3ba6ff2405,https://github.com/fabric8io/kubernetes-client/commit/e2d2b94a5e6658d933fe074aa0629d3ba6ff2405,enable Dependabot v2
factcast/factcast,https://github.com/factcast/factcast,2026-08-14T17:38:51.366895+00:00,ok,,,True,2019-06-21T19:36:12Z,https://github.com/factcast/factcast/pull/453,453,dependabot-preview,Bump netty-tcnative-boringssl-static from 2.0.24.Final to 2.0.25.Final,app/dependabot-preview,repo:factcast/factcast is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:factcast/factcast is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:factcast/factcast is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:factcast/factcast is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fartherp/framework,https://github.com/fartherp/framework,2026-08-14T17:38:58.520131+00:00,ok,,,True,2019-10-30T22:09:31Z,https://github.com/fartherp/framework/pull/2,2,dependabot,Bump netty-all from 4.1.32.Final to 4.1.42.Final,app/dependabot,repo:fartherp/framework is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fartherp/framework is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fartherp/framework is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fartherp/framework is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fastjrun/sdkg,https://github.com/fastjrun/sdkg,2026-08-14T17:39:04.808297+00:00,ok,,,True,2022-11-13T05:53:06Z,https://github.com/fastjrun/sdkg/pull/16,16,dependabot,Bump snakeyaml from 1.29 to 1.32 in /base-sdkg/base-sdkg-test,app/dependabot,repo:fastjrun/sdkg is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fastjrun/sdkg is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fastjrun/sdkg is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fastjrun/sdkg is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fcrepo-exts/fcrepo-camel,https://github.com/fcrepo-exts/fcrepo-camel,2026-08-14T17:39:11.674027+00:00,ok,,,True,2019-10-30T07:12:50Z,https://github.com/fcrepo-exts/fcrepo-camel/pull/156,156,dependabot,Bump camel.version from 2.20.4 to 2.24.2,app/dependabot,repo:fcrepo-exts/fcrepo-camel is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fcrepo-exts/fcrepo-camel is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fcrepo-exts/fcrepo-camel is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fcrepo-exts/fcrepo-camel is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fcrepo-exts/fcrepo-camel-toolbox,https://github.com/fcrepo-exts/fcrepo-camel-toolbox,2026-08-14T17:39:17.634020+00:00,ok,,,True,2020-07-14T20:20:37Z,https://github.com/fcrepo-exts/fcrepo-camel-toolbox/pull/153,153,dependabot,Bump xercesImpl from 2.11.0 to 2.12.0,app/dependabot,repo:fcrepo-exts/fcrepo-camel-toolbox is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fcrepo-exts/fcrepo-camel-toolbox is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fcrepo-exts/fcrepo-camel-toolbox is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fcrepo-exts/fcrepo-camel-toolbox is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fcrepo/fcrepo,https://github.com/fcrepo/fcrepo,2026-08-14T17:39:23.900774+00:00,ok,,,True,2019-10-29T13:32:55Z,https://github.com/fcrepo/fcrepo/pull/1563,1563,dependabot,Bump jackson2.version from 2.9.9 to 2.10.0,app/dependabot,repo:fcrepo/fcrepo is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fcrepo/fcrepo is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fcrepo/fcrepo is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fcrepo/fcrepo is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fcrepo3/fcrepo,https://github.com/fcrepo3/fcrepo,2026-08-14T17:39:30.481990+00:00,ok,,,False,,,,,,,repo:fcrepo3/fcrepo is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fcrepo3/fcrepo is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fcrepo3/fcrepo is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fcrepo3/fcrepo is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fcrepo4-exts/fcrepo-camel-toolbox,https://github.com/fcrepo4-exts/fcrepo-camel-toolbox,2026-08-14T17:39:36.170359+00:00,ok,,,False,,,,,,,repo:fcrepo4-exts/fcrepo-camel-toolbox is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fcrepo4-exts/fcrepo-camel-toolbox is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fcrepo4-exts/fcrepo-camel-toolbox is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fcrepo4-exts/fcrepo-camel-toolbox is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fedora-java/xmvn,https://github.com/fedora-java/xmvn,2026-08-14T17:39:45.255705+00:00,ok,,,True,2020-10-12T19:19:23Z,https://github.com/fedora-java/xmvn/pull/59,59,dependabot,Bump junit from 4.12 to 4.13.1 in /xmvn-it/src/test/resources/testBuilddepProfiles,app/dependabot,repo:fedora-java/xmvn is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fedora-java/xmvn is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fedora-java/xmvn is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fedora-java/xmvn is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-07-06T11:17:10Z,855bbb4526cc1656927a90bd3ad73589c89b53ed,https://github.com/fedora-java/xmvn/commit/855bbb4526cc1656927a90bd3ad73589c89b53ed,[ci] Add initial dependabot.yml
felleslosninger/efm-integrasjonspunkt,https://github.com/felleslosninger/efm-integrasjonspunkt,2026-08-14T17:39:53.066955+00:00,ok,,,True,2020-11-26T11:03:47Z,https://github.com/felleslosninger/efm-integrasjonspunkt/pull/929,929,dependabot,Bump junit from 4.12 to 4.13.1 in /feature-tests,app/dependabot,repo:felleslosninger/efm-integrasjonspunkt is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:felleslosninger/efm-integrasjonspunkt is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:felleslosninger/efm-integrasjonspunkt is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:felleslosninger/efm-integrasjonspunkt is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-10-27T19:40:30Z,ee367c2028737ead763c893b2adcd61d12e67880,https://github.com/felleslosninger/efm-integrasjonspunkt/commit/ee367c2028737ead763c893b2adcd61d12e67880,feat: MOVE-3605: Enable Dependabot version updates
fidusio/zoxweb-core,https://github.com/fidusio/zoxweb-core,2026-08-14T17:40:00.980584+00:00,ok,,,True,2021-06-04T22:08:45Z,https://github.com/fidusio/zoxweb-core/pull/1,1,dependabot,Bump snakeyaml from 1.24 to 1.26,app/dependabot,repo:fidusio/zoxweb-core is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fidusio/zoxweb-core is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fidusio/zoxweb-core is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fidusio/zoxweb-core is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fizzed/stork,https://github.com/fizzed/stork,2026-08-14T17:40:07.200052+00:00,ok,,,True,2019-10-29T20:15:45Z,https://github.com/fizzed/stork/pull/31,31,dependabot,Bump jackson.version from 2.8.1 to 2.10.0,app/dependabot,repo:fizzed/stork is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fizzed/stork is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fizzed/stork is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fizzed/stork is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
flapdoodle-oss/de.flapdoodle.embed.process,https://github.com/flapdoodle-oss/de.flapdoodle.embed.process,2026-08-14T17:40:12.438771+00:00,ok,,,True,2020-02-13T06:57:07Z,https://github.com/flapdoodle-oss/de.flapdoodle.embed.process/pull/110,110,dependabot,Bump commons-compress from 1.16.1 to 1.19,app/dependabot,repo:flapdoodle-oss/de.flapdoodle.embed.process is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:flapdoodle-oss/de.flapdoodle.embed.process is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:flapdoodle-oss/de.flapdoodle.embed.process is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:flapdoodle-oss/de.flapdoodle.embed.process is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
flowable/flowable-engine,https://github.com/flowable/flowable-engine,2026-08-14T17:40:19.824122+00:00,ok,,,True,2019-11-04T21:22:35Z,https://github.com/flowable/flowable-engine/pull/2000,2000,dependabot,Bump jackson.version from 2.9.10 to 2.10.0,app/dependabot,repo:flowable/flowable-engine is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:flowable/flowable-engine is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:flowable/flowable-engine is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:flowable/flowable-engine is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
flowlogix/flowlogix,https://github.com/flowlogix/flowlogix,2026-08-14T17:40:25.441147+00:00,ok,,,True,2020-09-22T22:48:07Z,https://github.com/flowlogix/flowlogix/pull/65,65,dependabot,Bump commons-fileupload from 1.3.2 to 1.3.3 in /build-core,app/dependabot,repo:flowlogix/flowlogix is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:flowlogix/flowlogix is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:flowlogix/flowlogix is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:flowlogix/flowlogix is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-12-31T20:11:04Z,9caf7daced068ca4427a53358b55e1cbc39a7b29,https://github.com/flowlogix/flowlogix/commit/9caf7daced068ca4427a53358b55e1cbc39a7b29,added dependabot config
fluo-io/fluo,https://github.com/fluo-io/fluo,2026-08-14T17:40:32.792762+00:00,ok,,,False,,,,,,,repo:fluo-io/fluo is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fluo-io/fluo is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fluo-io/fluo is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fluo-io/fluo is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
flyingsaucerproject/flyingsaucer,https://github.com/flyingsaucerproject/flyingsaucer,2026-08-14T17:40:40.310955+00:00,ok,,,True,2019-11-13T12:58:16Z,https://github.com/flyingsaucerproject/flyingsaucer/pull/166,166,dependabot,Bump bouncycastle.version from 1.60 to 1.64 in /flying-saucer-pdf,app/dependabot,repo:flyingsaucerproject/flyingsaucer is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:flyingsaucerproject/flyingsaucer is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:flyingsaucerproject/flyingsaucer is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:flyingsaucerproject/flyingsaucer is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-09-17T07:14:08Z,f18ad3831ca760b6a362790382ba7324c5fd6199,https://github.com/flyingsaucerproject/flyingsaucer/commit/f18ad3831ca760b6a362790382ba7324c5fd6199,Enable dependabot to automatically update dependencies
flyway/flyway,https://github.com/flyway/flyway,2026-08-14T17:40:47.099811+00:00,ok,,,False,,,,,,,repo:flyway/flyway is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:flyway/flyway is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:flyway/flyway is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:flyway/flyway is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
freedomotic/freedomotic,https://github.com/freedomotic/freedomotic,2026-08-14T17:40:53.183113+00:00,ok,,,True,2019-10-29T13:36:03Z,https://github.com/freedomotic/freedomotic/pull/479,479,dependabot,Bump org.eclipse.paho.client.mqttv3 from 1.2.0 to 1.2.1 in /plugins/devices/mqtt-client,app/dependabot,repo:freedomotic/freedomotic is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:freedomotic/freedomotic is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:freedomotic/freedomotic is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:freedomotic/freedomotic is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fuinorg/event-store-maven-plugin,https://github.com/fuinorg/event-store-maven-plugin,2026-08-14T17:40:59.289845+00:00,ok,,,True,2020-03-07T12:34:59Z,https://github.com/fuinorg/event-store-maven-plugin/pull/22,22,dependabot,Bump commons-compress from 1.18 to 1.19 in /es-maven-plugin,app/dependabot,repo:fuinorg/event-store-maven-plugin is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fuinorg/event-store-maven-plugin is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fuinorg/event-store-maven-plugin is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fuinorg/event-store-maven-plugin is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
fujion/fujion-framework,https://github.com/fujion/fujion-framework,2026-08-14T17:41:05.488096+00:00,ok,,,True,2020-04-29T22:55:58Z,https://github.com/fujion/fujion-framework/pull/6,6,dependabot,Bump jquery from 3.1.1 to 3.5.0 in /fujion-archetype-parent/fujion-archetype-angular/src/main/resources/archetype-resources,app/dependabot,repo:fujion/fujion-framework is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:fujion/fujion-framework is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:fujion/fujion-framework is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:fujion/fujion-framework is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
furkandogan/web-automation-template,https://github.com/furkandogan/web-automation-template,2026-08-14T17:41:12.830899+00:00,ok,,,True,2020-10-13T02:15:27Z,https://github.com/furkandogan/web-automation-template/pull/1,1,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:furkandogan/web-automation-template is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:furkandogan/web-automation-template is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:furkandogan/web-automation-template is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:furkandogan/web-automation-template is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
