CVE_ID,Commit Message,Links in Message,Link Presence,PATCH
CVE-2020-13940,"NIFI-7680 Added convenience methods for creating XML DocumentBuilder instances.
Added unit tests.

NIFI-7680 Duplicated DocumentBuilder creation method in NotificationServiceManager to avoid nifi-bootstrap dependency on nifi-security-utils.
Explicitly added commons-lang3 to lib/bootstrap/ directory in nifi-assembly.

NIFI-7680 Reverted unnecessary dependency changes.
Added explicit dependencies where necessary.

Signed-off-by: Matthew Burgess <mattyb149@apache.org>

This closes #4436",https://github.com/apache/nifi/pull/4436,contains links,https://github.com/apache/nifi/commit/7f0416ee8bdcee95e28409cc6fae9c1394c2a798
CVE-2018-11765,"Revert ""HADOOP-13707. If kerberos is enabled while HTTP SPNEGO is not configured, some links cannot be accessed. Contributed by Yuanbo Liu""

Change-Id: I946a466a43d56c73bb0135384e73cb8513595461
(cherry picked from commit 80ee5248b2dda1cb8d122d4f362f2f8cf02b9467)
(cherry picked from commit 252c2b4d52e0dd8984d6f2a8f292f40e1c347fab)
(cherry picked from commit 78f103d6e623692d00060e554dead5473b18d4ca)",,contains links,https://github.com/apache/hadoop/commit/94b0df839d36cf5d5e927b3642566c67d0689474
CVE-2021-42575,"Render style tag content more strictly.

This addresses a vulnerability where policies that allow `<style>`
elements with text in `<option>` elements are vulnerable to XSS as
disclosed in

https://docs.google.com/document/d/11SoX296sMS0XoQiQbpxc5pNxSdbJKDJkm5BDv0zrX50/edit?usp=sharing

This changes behavior for rendering of `<style>` element text so may
change behavior.

Specifically, `<style>` element text that includes the strings `-->`
or `]]>` will no longer sanitize.",https://docs.google.com/document/d/11SoX296sMS0XoQiQbpxc5pNxSdbJKDJkm5BDv0zrX50/edit?usp=sharing,contains links,https://github.com/OWASP/java-html-sanitizer/commit/be33ec6962fa3938ec028873e269632d5d8fa55a
CVE-2019-12086,Backport #2326 fix in 2.8 (for theoretical 2.8.11.4),https://github.com/FasterXML/jackson-databind/issues/2326,contains links,https://github.com/FasterXML/jackson-databind/commit/efc3c0d02f4743dbaa6d1b9c466772a2f13d966b
CVE-2017-7525,Fix #1737,https://github.com/FasterXML/jackson-databind/issues/1737,contains links,https://github.com/FasterXML/jackson-databind/commit/ddfddfba6414adbecaff99684ef66eebd3a92e92;https://github.com/FasterXML/jackson-databind/commit/fd8dec2c7fab8b4b4bd60502a0f1d63ec23c24da
CVE-2020-17523,Improving tests for path matching logic,,no links,https://github.com/apache/shiro/commit/ab1ea4a2006f6bd6a2b5f72740b7135662f8f160
CVE-2018-11039,"Restrict HTTP methods on Servlet HiddenHttpMethodFilter

This commit restricts the allowed HTTP methods on HiddenHttpMethodFilter
(Servlet variant) to the following: PUT, DELETE, PATCH.

This filter is meant to be used to simulate those methods from HTML
forms sent by browsers, so no other methods are allowed.

Issue: SPR-16836
(Cherry-picked from f64fa3dea1)",,contains links,https://github.com/spring-projects/spring-framework/commit/323ccf99e575343f63d56e229c25c35c170b7ec1
CVE-2013-2134,"WW-4090 Itroduces actions names' whitelisting

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_2_X@1488895 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_14_2_X@1488895,contains links,https://github.com/apache/struts/commit/01e6b251b4db78bfb7971033652e81d1af4cb3e;https://github.com/apache/struts/commit/8b4fc81daeea3834bcbf73de5f48d0021917aa3
CVE-2020-1954,"Prevent RMI registry rebind (#641)

* Prevent registry rebind

* Add the RMI server when not running threaded

* Update MBServerConnectorFactory.java

* Add compiler option for Java 11. Will look to see if there's a way to avoid the use of sun.rmi.registry altogether

* Identify the lookup name from the JMX URL

* Adding unit test for getBindingName()

* Re-instating test removed by mistake

Co-authored-by: Colm O hEigeartaigh <coheigea@users.noreply.github.com>
(cherry picked from commit 543de65106515538ecaef8b57c554e88a7bda0d1)
(cherry picked from commit 98ec361acd390483005de12ca3b10cf49cbdcf8a)

# Conflicts:
#	rt/management/pom.xml",https://github.com/apache/cxf/pull/641,contains links,https://github.com/apache/cxf/commit/8636c3760a97979f42e45080230a27b81df5d436
CVE-2017-4995,"Update SecurityJackson2Modules

Fixes gh-4370",,contains links,https://github.com/spring-projects/spring-security/commit/947d11f433b78294942cb5ea56e8aa5c3a0ca43;https://github.com/spring-projects/spring-security/commit/5dee8534cd1b92952d10cc56335b5d5856f48f3b
CVE-2019-13237,Source search app: Fixed issue with reading resource type from state.,,no links,https://github.com/alkacon/opencms-core/commit/13fc0b8c9a1d36b6541dd5a2debe15fb81de1f0f
CVE-2019-0207,"In resource code, handling backslash as path separator better",,no links,https://github.com/apache/tapestry-5/commit/6dd7219fd4707467a36091e2f7f5f6460c619099
CVE-2013-1768,"Disable logging during brokerfactory de-serialization.  Added type checking of plugin values.

git-svn-id: https://svn.apache.org/repos/asf/openjpa/branches/2.2.x@1462076 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/openjpa/branches/2.2.x@1462076,contains links,https://github.com/apache/openjpa/commit/b8933dc24b84e7e7430ece56bd645d425dd89f24;https://github.com/apache/openjpa/commit/521fecd2d9b91c27e9f90d97e5f5479d17239eb8;https://github.com/apache/openjpa/commit/d3c68ad3bb9aa0e4e9abbfdec691abb06df642a5;https://github.com/apache/openjpa/commit/87a4452be08b4f97274d0ccfac585ae85841e470
CVE-2017-7657,"Merge remote-tracking branch 'origin/jetty-9.2.x' into jetty-9.3.x

Signed-off-by: Greg Wilkins <gregw@webtide.com>",,no links,https://github.com/eclipse/jetty.project/commit/be8ff431a4b9b2e51c4c847512dfbc70166b8089
CVE-2020-8570,Add path normalization for archive files.,,no links,https://github.com/kubernetes-client/java/commit/f5de2e7ff3c9e158d42df10667f03306b2c26e2e
CVE-2011-4905,"Fix for https://issues.apache.org/jira/browse/AMQ-3294 and https://issues.apache.org/jira/browse/AMQ-1928

git-svn-id: https://svn.apache.org/repos/asf/activemq/trunk@1209700 13f79535-47bb-0310-9956-ffa450edef68",https://issues.apache.org/jira/browse/AMQ-3294; https://issues.apache.org/jira/browse/AMQ-1928; https://svn.apache.org/repos/asf/activemq/trunk@1209700,contains links,https://github.com/apache/activemq/commit/3a71f8e33d0309cb0ca5b5758a8f251da205e757
CVE-2016-1000338,added length check for sequence in DSA signatures,,no links,https://github.com/bcgit/bc-java/commit/b0c3ce99d43d73a096268831d0d120ffc89eac7f
CVE-2016-6793,"Do not (de)serialize DiskFileItem.

X-Ref: https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1",https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1,contains links,https://github.com/apache/wicket/commit/134686ef7185d3f96fec953136ab4847cd36b68
CVE-2016-9177,"Merge pull request #701 from perwendel/fix-for-directory-traversal-issue-700

Fix for #700 - Arbitrary File Read Vulnerability",https://github.com/perwendel/spark/pull/701; https://github.com/perwendel/spark/issues/700,contains links,https://github.com/perwendel/spark/commit/efcb46c710e3f56805b9257a63d1306882f4faf9
CVE-2019-14838,"Merge pull request #3981 from gaol/CVE-2019-14838-master-core

[WFCORE-4683] User with Monitor role can stop the servers in domain mode",https://github.com/wildfly/wildfly-core/pull/3981,contains links,https://github.com/wildfly/wildfly-core/commit/131fa6880ae1523fac9e96df54dc394b63b0eed3;https://github.com/wildfly/wildfly-core/commit/80e18b46f73f9d061d4150c66e6dc2fc1fd0bc41
CVE-2009-2901,"Various related (un)deploy improvements including:
- better handling of failed (un)deployment
- adding checking for invalid zip file entries that don't make sense in a WAR file
- improved validation of WAR file names.
These changes address CVE-2009-2693, CVE-2009-2901 and CVE-2009-2902.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@902650 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@902650,contains links,https://github.com/apache/tomcat55/commit/0299cb724ea71f304d54adfcdb950f59b01fb421;https://github.com/apache/tomcat/commit/3e1010b1a2f648581fac3d68afbf18f2979f6bf6
CVE-2021-21290,"Use Files.createTempFile(...) to ensure the file is created with proper permissions

Motivation:

File.createTempFile(String, String)` will create a temporary file in the system temporary directory if the 'java.io.tmpdir'. The permissions on that file utilize the umask. In a majority of cases, this means that the file that java creates has the permissions: `-rw-r--r--`, thus, any other local user on that system can read the contents of that file.
This can be a security concern if any sensitive data is stored in this file.

This was reported by Jonathan Leitschuh <jonathan.leitschuh@gmail.com> as a security problem.

Modifications:

Use Files.createTempFile(...) which will use safe-defaults when running on java 7 and later. If running on java 6 there isnt much we can do, which is fair enough as java 6 shouldnt be considered ""safe"" anyway.

Result:

Create temporary files with sane permissions by default.",,no links,https://github.com/netty/netty/commit/c735357bf29d07856ad171c6611a2e1a0e0000ec
CVE-2021-3642,"Merge pull request #1551 from fjuma/ELY-2147-1.10.x

[ELY-2147] Harden ScramServer against timing attacks",https://github.com/wildfly-security/wildfly-elytron/pull/1551,contains links,https://github.com/wildfly-security/wildfly-elytron/commit/f512afc33807c8e7cf74ccb1a14532090906e793
CVE-2014-3558,HV-912 Removing methods from ReflectionHelper which make privileged operations publicly accessible,,no links,https://github.com/hibernate/hibernate-validator/commit/e8c42b689df8c6752d635d02c6518da3fece3870;https://github.com/hibernate/hibernate-validator/commit/2c95d4ea0ef20977be249e31a4a4f4f4f71c945d;https://github.com/hibernate/hibernate-validator/commit/c489416f699a46859c134796b3ccfea41ef3ce52;https://github.com/hibernate/hibernate-validator/commit/c9525ca544b1281e2b7c7347e86e87c86dc1dc6e;https://github.com/hibernate/hibernate-validator/commit/fd4eaed7fb930db6a5e4c03742b4b3adcfecc90e;https://github.com/hibernate/hibernate-validator/commit/f97c2021a03c825abdeca1692f5be51e77e76a8f;https://github.com/hibernate/hibernate-validator/commit/67fdff14831c035c25e098fe14bd86523d17f726;https://github.com/hibernate/hibernate-validator/commit/7e7131939a4361a7cad3e77ab89a8462132c561c
CVE-2021-42392,Get data types directly from linked tables from H2,,no links,https://github.com/h2database/h2database/commit/4a2e677bfb6bfee59bff1ce1dfb6f28ce5109d8c
CVE-2018-1271,"Consistent encoded path evaluation in ResourceHttpRequestHandler and co

Issue: SPR-16616",,no links,https://github.com/spring-projects/spring-framework/commit/91b803a2310344d925e5d4b1709bbcea9037554;https://github.com/spring-projects/spring-framework/commit/695bf2961feffd35b5560ccc982a2189dcca611;https://github.com/spring-projects/spring-framework/commit/98ad23bef8e2e04143f8f5b201380543a8d8c0c;https://github.com/spring-projects/spring-framework/commit/f59ea610dfcf55cd0b42f6dd76a9b3dab0218aa;https://github.com/spring-projects/spring-framework/commit/0e28bee0f155b9bf240b4bafc4646e4810cb23f;https://github.com/spring-projects/spring-framework/commit/13356a7ee2240f740737c5c83bdccdacc30603a
CVE-2019-9658,Issue #6474: disable external dtd load by default,https://github.com/checkstyle/checkstyle/issues/6474,contains links,https://github.com/checkstyle/checkstyle/commit/180b4fe37a2249d4489d584505f2b7b3ab162ec6;https://github.com/checkstyle/checkstyle/commit/f796c5053b6f275db9a3907fa24207d233974e29
CVE-2021-43795,"Merge pull request from GHSA-8fp4-rp6c-5gcv

Motivation:

- We changed how `PathAndQuery` handles `%2F` (/) in 1.12.0 via #3855.
  This change introduces an unexpected hole in its double-dot detection
  logic.
- Since we decided not to decode `%2F`, we should not decode it
  whereever possible.

Modifications:

- Hardened the double-dot detection logic in `PathAndQuery`.
- `Bytes.data` now always store the bytes in their decoded form. We keep
  whether the byte has to be encoded in a separate `BitSet`.
- Split `ArmeriaHttpUtil.decodePath()` into `decodePath()` and
  `decodePathParam()`.
  - We don't decode `%2F` in `decodePath()` but we do in
    `decodePathParam()`.
  - `RoutingResultBuilder.rawParam()` now uses `decodePathParam()`
    because `decodePath()` doesn't decode `%2F` anymore.

Result:

- A path that contains double dots with `%2F`, such as
  `/files/..%2Fsecrets.txt`, are now rejected correctly.",https://github.com/line/armeria/pull/3855,contains links,https://github.com/line/armeria/commit/e2697a575e9df6692b423e02d731f293c1313284
CVE-2017-5664,"Use a more reliable mechanism for the DefaultServlet when determining if the current request is for custom error page or not.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1793470 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc8.0.x/trunk@1793470,contains links,https://github.com/apache/tomcat80/commit/e070a31ec81b56377822e44883c64abb41f36a3b
CVE-2018-12972,"Avoid double computing the expressions for the /query/exp endpoint.
Also make sure both versions of next() handle booleans.

Signed-off-by: Chris Larsen <clarsen@yahoo-inc.com>",,no links,https://github.com/OpenTSDB/opentsdb/commit/a6a9ec4bc8a526951bc25bb19a145782bafaa8b0
CVE-2019-18394,"OF-1885: Guard against SSRF by inpecting favicon results

The Openfire servlet that is supposed to be used to retrieve favicons from remote servers could be used to obtain anything. To prevent unauthorized use, this commit adds a check that verifies if the returned data is an image. If that's not the case, the returned data is ignored.",,no links,https://github.com/igniterealtime/Openfire/commit/c2ccb38250910587498597955d0bbee8b58e46df
CVE-2020-5411,Update Jackson2ExecutionContextStringSerializer,,no links,https://github.com/spring-projects/spring-batch/commit/6d7d2927ddcd8c7ddd902fa1196b1e780c0d70ea
CVE-2011-1088,"CVE-2011-1088
@ServletSecurity
Servlets added via addServlet() should not be processed unless created via craeteServlet. Need to delay scanning until urlPatterns are known

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1077995 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1077995,contains links,https://github.com/apache/tomcat/commit/ece65c1a428094b1c6c17de3d7593f64e1bb1286;https://github.com/apache/tomcat/commit/f528992ec6cd7b62c9ced5b3a7dc4cda6bfd1a5e;https://github.com/apache/tomcat/commit/9c90bdc1ad942374b1bb6b147613497970b3c8e1;https://github.com/apache/tomcat/commit/3e5b045
CVE-2013-2248,"WW-4140
- Lukasz' patch applied

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_15_X@1502979 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/branches/STRUTS_2_3_15_X@1502979,contains links,https://github.com/apache/struts/commit/3cfe34fefedcf0fdcfcb061c0aea34a715b7de63
CVE-2017-12616,"Correct regression in r1804604 that broke WebDAV.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc7.0.x/trunk@1804729 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc7.0.x/trunk@1804729,contains links,https://github.com/apache/tomcat/commit/07dc0ea2745f0afab6415f22b16a29f1c6de5727
